Date,INIVX,OPGSX,SGGDX,USERX,VGPMX
2018-05-28,1.0067796610169493,1.0197109067017083,0.9987373737373738,0.9973614775725593,1.0124095139607032
2018-05-21,0.9877232142857143,0.9768934531450577,1.0050761421319798,0.9895561357702349,0.9847250509164969
2018-05-14,0.9824561403508771,0.9829652996845427,0.9782743030245622,0.9909443725743854,0.9790628115653043
2018-05-07,1.0033003300330035,1.0089115213239974,1.0024891723708773,1.0131061598951507,1.0110887096774195
2018-04-30,1.0213483146067415,1.0241199478487615,1.009422110552764,1.025537634408602,1.0101832993890023
2018-04-23,0.9988776655443323,0.9877656149388281,0.979089790897909,1.0026954177897573,0.9959432048681541
2018-04-16,0.972707423580786,0.9804292929292929,0.9854545454545455,0.9801849405548216,0.9889669007021062
2018-04-09,1.0456621004566211,1.037328094302554,1.0293199607411128,1.0384087791495198,1.0385416666666667
2018-04-02,0.987598647125141,1.0059288537549405,0.9975109520846299,1.00551724137931,0.997920997920998
2018-03-26,0.9899553571428568,0.9749518304431597,0.9925879559859199,0.9784075573549256,0.9707366296670029
2018-03-19,1.041860465116279,1.0250164581961816,1.035166304347826,1.0334728033472802,1.0258799171842652
2018-03-12,0.9965237543453068,0.9908675799086758,0.989873417721519,1.0421511627906974,0.9928057553956834
2018-03-05,1.0011600928074247,1.0125495376486129,1.005089058524173,1.0,1.0010288065843622
2018-02-26,0.96962879640045,0.971135343168698,0.973374613003096,0.9703808180535965,0.9710289710289709
2018-02-19,1.0159999999999998,1.0209561231172233,1.0081148564294633,1.026049204052098,1.0183112919633774
2018-02-12,0.9943181818181817,1.0032851511169514,1.0018761726078798,1.0043604651162792,0.9969574036511155
2018-02-05,0.977777777777778,0.9844760672703753,0.9720364150737741,0.9595536959553695,0.9869869869869867
2018-01-29,0.9554140127388536,0.9313253012048194,0.9631148126463703,0.9534574468085107,0.9362699156513588
2018-01-22,0.9863874345549738,0.9916367980884111,0.9976634931271323,0.966580976863753,0.9934823091247672
2018-01-15,0.977482088024565,0.9772329817415634,0.982214629948365,0.9761606022584693,0.9781420765027322
