Date,Open,High,Low,Close,Adj Close,Volume
1980-01-02,14.340000,14.340000,14.340000,14.340000,4.907891,0
1980-01-03,14.270000,14.270000,14.270000,14.270000,4.883934,0
1980-01-04,14.450000,14.450000,14.450000,14.450000,4.945539,0
1980-01-07,14.490000,14.490000,14.490000,14.490000,4.959230,0
1980-01-08,14.780000,14.780000,14.780000,14.780000,5.058484,0
1980-01-09,14.800000,14.800000,14.800000,14.800000,5.065329,0
1980-01-10,14.910000,14.910000,14.910000,14.910000,5.102976,0
1980-01-11,14.910000,14.910000,14.910000,14.910000,5.102976,0
1980-01-14,14.980000,14.980000,14.980000,14.980000,5.126935,0
1980-01-15,15.080000,15.080000,15.080000,15.080000,5.161160,0
1980-01-16,15.070000,15.070000,15.070000,15.070000,5.157737,0
1980-01-17,15.020000,15.020000,15.020000,15.020000,5.140624,0
1980-01-18,15.070000,15.070000,15.070000,15.070000,5.157737,0
1980-01-21,15.210000,15.210000,15.210000,15.210000,5.205652,0
1980-01-22,15.140000,15.140000,15.140000,15.140000,5.181694,0
1980-01-23,15.400000,15.400000,15.400000,15.400000,5.270678,0
1980-01-24,15.430000,15.430000,15.430000,15.430000,5.280947,0
1980-01-25,15.420000,15.420000,15.420000,15.420000,5.277528,0
1980-01-28,15.600000,15.600000,15.600000,15.600000,5.339131,0
1980-01-29,15.490000,15.490000,15.490000,15.490000,5.301486,0
1980-01-30,15.650000,15.650000,15.650000,15.650000,5.356240,0
1980-01-31,15.510000,15.510000,15.510000,15.510000,5.308326,0
1980-02-01,15.650000,15.650000,15.650000,15.650000,5.356240,0
1980-02-04,15.570000,15.570000,15.570000,15.570000,5.328860,0
1980-02-05,15.620000,15.620000,15.620000,15.620000,5.345974,0
1980-02-06,15.770000,15.770000,15.770000,15.770000,5.397313,0
1980-02-07,15.850000,15.850000,15.850000,15.850000,5.424693,0
1980-02-08,16.090000,16.090000,16.090000,16.090000,5.506834,0
1980-02-11,15.980000,15.980000,15.980000,15.980000,5.469187,0
1980-02-12,16.080000,16.080000,16.080000,16.080000,5.503412,0
1980-02-13,16.160000,16.160000,16.160000,16.160000,5.530788,0
1980-02-14,15.930000,15.930000,15.930000,15.930000,5.452074,0
1980-02-15,15.760000,15.760000,15.760000,15.760000,5.393889,0
1980-02-19,15.650000,15.650000,15.650000,15.650000,5.356240,0
1980-02-20,15.910000,15.910000,15.910000,15.910000,5.445229,0
1980-02-21,15.750000,15.750000,15.750000,15.750000,5.390468,0
1980-02-22,15.710000,15.710000,15.710000,15.710000,5.376778,0
1980-02-25,15.510000,15.510000,15.510000,15.510000,5.308326,0
1980-02-26,15.600000,15.600000,15.600000,15.600000,5.339131,0
1980-02-27,15.390000,15.390000,15.390000,15.390000,5.267258,0
1980-02-28,15.380000,15.380000,15.380000,15.380000,5.263834,0
1980-02-29,15.570000,15.570000,15.570000,15.570000,5.328860,0
1980-03-03,15.410000,15.410000,15.410000,15.410000,5.274106,0
1980-03-04,15.460000,15.460000,15.460000,15.460000,5.291215,0
