Date,Open,High,Low,Close,Adj Close,Volume
1984-05-23,10.000000,10.000000,10.000000,10.000000,2.647101,0
1984-05-24,10.000000,10.000000,10.000000,10.000000,2.647101,0
1984-05-25,10.000000,10.000000,10.000000,10.000000,2.647101,0
1984-05-29,10.000000,10.000000,10.000000,10.000000,2.647101,0
1984-05-30,10.000000,10.000000,10.000000,10.000000,2.647101,0
1984-05-31,10.140000,10.140000,10.140000,10.140000,2.684161,0
1984-06-01,10.140000,10.140000,10.140000,10.140000,2.684161,0
1984-06-04,10.140000,10.140000,10.140000,10.140000,2.684161,0
1984-06-05,10.140000,10.140000,10.140000,10.140000,2.684161,0
1984-06-06,10.140000,10.140000,10.140000,10.140000,2.684161,0
1984-06-07,10.140000,10.140000,10.140000,10.140000,2.684161,0
1984-06-08,10.140000,10.140000,10.140000,10.140000,2.684161,0
1984-06-11,10.140000,10.140000,10.140000,10.140000,2.684161,0
1984-06-12,10.140000,10.140000,10.140000,10.140000,2.684161,0
1984-06-13,10.140000,10.140000,10.140000,10.140000,2.684161,0
1984-06-14,10.140000,10.140000,10.140000,10.140000,2.684161,0
1984-06-15,10.140000,10.140000,10.140000,10.140000,2.684161,0
1984-06-18,10.140000,10.140000,10.140000,10.140000,2.684161,0
1984-06-19,10.140000,10.140000,10.140000,10.140000,2.684161,0
1984-06-20,10.140000,10.140000,10.140000,10.140000,2.684161,0
1984-06-21,10.140000,10.140000,10.140000,10.140000,2.684161,0
1984-06-22,10.140000,10.140000,10.140000,10.140000,2.684161,0
1984-06-25,10.140000,10.140000,10.140000,10.140000,2.684161,0
1984-06-26,10.140000,10.140000,10.140000,10.140000,2.684161,0
1984-06-27,10.140000,10.140000,10.140000,10.140000,2.684161,0
1984-06-28,10.140000,10.140000,10.140000,10.140000,2.684161,0
1984-06-29,9.320000,9.320000,9.320000,9.320000,2.467098,0
1984-07-02,9.320000,9.320000,9.320000,9.320000,2.467098,0
1984-07-03,9.320000,9.320000,9.320000,9.320000,2.467098,0
1984-07-05,9.320000,9.320000,9.320000,9.320000,2.467098,0
1984-07-06,9.320000,9.320000,9.320000,9.320000,2.467098,0
1984-07-09,9.320000,9.320000,9.320000,9.320000,2.467098,0
1984-07-10,9.320000,9.320000,9.320000,9.320000,2.467098,0
1984-07-11,9.320000,9.320000,9.320000,9.320000,2.467098,0
1984-07-12,9.320000,9.320000,9.320000,9.320000,2.467098,0
1984-07-13,9.320000,9.320000,9.320000,9.320000,2.467098,0
1984-07-16,9.320000,9.320000,9.320000,9.320000,2.467098,0
