Date,Open,High,Low,Close,Adj Close,Volume
1980-01-02,53.099998,53.099998,53.099998,53.099998,0.000118,0
1980-01-03,52.400002,52.400002,52.400002,52.400002,0.000117,0
1980-01-04,51.799999,51.799999,51.799999,51.799999,0.000116,0
1980-01-07,52.500000,52.500000,52.500000,52.500000,0.000117,0
1980-01-08,50.299999,50.299999,50.299999,50.299999,0.000112,0
1980-01-09,50.000000,50.000000,50.000000,50.000000,0.000111,0
1980-01-10,50.799999,50.799999,50.799999,50.799999,0.000113,0
1980-01-11,55.599998,55.599998,55.599998,55.599998,0.000124,0
1980-01-14,59.099998,59.099998,59.099998,59.099998,0.000132,0
1980-01-15,62.599998,62.599998,62.599998,62.599998,0.000140,0
1980-01-16,62.200001,62.200001,62.200001,62.200001,0.000139,0
1980-01-17,63.500000,63.500000,63.500000,63.500000,0.000142,0
1980-01-18,59.700001,59.700001,59.700001,59.700001,0.000186,0
1980-01-21,59.599998,59.599998,59.599998,59.599998,0.000185,0
1980-01-22,54.599998,54.599998,54.599998,54.599998,0.000170,0
1980-01-23,55.000000,55.000000,55.000000,55.000000,0.000171,0
1980-01-24,57.299999,57.299999,57.299999,57.299999,0.000178,0
1980-01-25,55.799999,55.799999,55.799999,55.799999,0.000174,0
1980-01-28,55.799999,55.799999,55.799999,55.799999,0.000174,0
1980-01-29,61.299999,61.299999,61.299999,61.299999,0.000191,0
1980-01-30,59.900002,59.900002,59.900002,59.900002,0.000186,0
1980-01-31,59.200001,59.200001,59.200001,59.200001,0.000184,0
1980-02-01,59.500000,59.500000,59.500000,59.500000,0.000185,0
1980-02-04,57.900002,57.900002,57.900002,57.900002,0.000180,0
1980-02-05,60.599998,60.599998,60.599998,60.599998,0.000189,0
1980-02-06,62.500000,62.500000,62.500000,62.500000,0.000195,0
1980-02-07,61.900002,61.900002,61.900002,61.900002,0.000193,0
1980-02-08,62.299999,62.299999,62.299999,62.299999,0.000194,0
1980-02-11,63.500000,63.500000,63.500000,63.500000,0.000198,0
1980-02-12,62.599998,62.599998,62.599998,62.599998,0.000195,0
1980-02-13,62.799999,62.799999,62.799999,62.799999,0.000195,0
1980-02-14,62.099998,62.099998,62.099998,62.099998,0.000193,0
1980-02-15,61.599998,61.599998,61.599998,61.599998,0.000192,0
1980-02-19,60.299999,60.299999,60.299999,60.299999,0.000188,0
1980-02-20,59.400002,59.400002,59.400002,59.400002,0.000185,0
1980-02-21,62.400002,62.400002,62.400002,62.400002,0.000194,0
1980-02-22,61.599998,61.599998,61.599998,61.599998,0.000192,0
1980-02-25,61.400002,61.400002,61.400002,61.400002,0.000191,0
1980-02-26,61.599998,61.599998,61.599998,61.599998,0.000192,0
1980-02-27,63.799999,63.799999,63.799999,63.799999,0.000199,0
1980-02-28,65.599998,65.599998,65.599998,65.599998,0.000204,0
1980-02-29,64.699997,64.699997,64.699997,64.699997,0.000201,0
1980-03-03,65.300003,65.300003,65.300003,65.300003,0.000203,0
1980-03-04,62.700001,62.700001,62.700001,62.700001,0.000195,0
1980-03-05,64.300003,64.300003,64.300003,64.300003,0.000200,0
1980-03-06,61.400002,61.400002,61.400002,61.400002,0.000191,0
1980-03-07,59.099998,59.099998,59.099998,59.099998,0.000184,0
1980-03-10,53.099998,53.099998,53.099998,53.099998,0.000165,0
1980-03-11,52.400002,52.400002,52.400002,52.400002,0.000163,0
1980-03-12,54.700001,54.700001,54.700001,54.700001,0.000170,0
1980-03-13,50.700001,50.700001,50.700001,50.700001,0.000158,0
1980-03-14,49.900002,49.900002,49.900002,49.900002,0.000155,0
1980-03-17,45.099998,45.099998,45.099998,45.099998,0.000140,0
1980-03-18,45.799999,45.799999,45.799999,45.799999,0.000143,0
1980-03-19,45.799999,45.799999,45.799999,45.799999,0.000143,0
1980-03-20,52.299999,52.299999,52.299999,52.299999,0.000163,0
1980-03-21,54.599998,54.599998,54.599998,54.599998,0.000170,0
1980-03-24,55.200001,55.200001,55.200001,55.200001,0.000172,0
1980-03-25,52.099998,52.099998,52.099998,52.099998,0.000162,0
1980-03-26,50.599998,50.599998,50.599998,50.599998,0.000157,0
1980-03-27,50.599998,50.599998,50.599998,50.599998,0.000157,0
1980-03-28,48.200001,48.200001,48.200001,48.200001,0.000150,0
1980-03-31,46.500000,46.500000,46.500000,46.500000,0.000145,0
1980-04-01,46.900002,46.900002,46.900002,46.900002,0.000146,0
1980-04-02,48.099998,48.099998,48.099998,48.099998,0.000150,0
1980-04-03,48.200001,48.200001,48.200001,48.200001,0.000150,0
1980-04-07,49.900002,49.900002,49.900002,49.900002,0.000155,0
1980-04-08,53.099998,53.099998,53.099998,53.099998,0.000165,0
1980-04-09,53.099998,53.099998,53.099998,53.099998,0.000165,0
1980-04-10,52.599998,52.599998,52.599998,52.599998,0.000164,0
1980-04-11,52.500000,52.500000,52.500000,52.500000,0.000163,0
1980-04-14,51.500000,51.500000,51.500000,51.500000,0.000160,0
1980-04-15,50.200001,50.200001,50.200001,50.200001,0.000156,0
1980-04-16,49.900002,49.900002,49.900002,49.900002,0.000155,0
1980-04-17,51.799999,51.799999,51.799999,51.799999,0.000161,0
1980-04-18,52.000000,52.000000,52.000000,52.000000,0.000162,0
1980-04-21,50.700001,50.700001,50.700001,50.700001,0.000158,0
1980-04-22,50.799999,50.799999,50.799999,50.799999,0.000158,0
1980-04-23,52.000000,52.000000,52.000000,52.000000,0.000162,0
1980-04-24,56.099998,56.099998,56.099998,56.099998,0.000175,0
1980-04-25,56.700001,56.700001,56.700001,56.700001,0.000176,0
1980-04-28,53.799999,53.799999,53.799999,53.799999,0.000167,0
1980-04-29,54.799999,54.799999,54.799999,54.799999,0.000171,0
1980-04-30,53.500000,53.500000,53.500000,53.500000,0.000166,0
1980-05-01,54.000000,54.000000,54.000000,54.000000,0.000168,0
1980-05-02,54.500000,54.500000,54.500000,54.500000,0.000170,0
1980-05-05,54.900002,54.900002,54.900002,54.900002,0.000171,0
1980-05-06,53.599998,53.599998,53.599998,53.599998,0.000167,0
1980-05-07,54.000000,54.000000,54.000000,54.000000,0.000168,0
1980-05-08,54.500000,54.500000,54.500000,54.500000,0.000170,0
1980-05-09,53.900002,53.900002,53.900002,53.900002,0.000168,0
1980-05-12,53.400002,53.400002,53.400002,53.400002,0.000166,0
1980-05-13,54.500000,54.500000,54.500000,54.500000,0.000170,0
1980-05-14,56.500000,56.500000,56.500000,56.500000,0.000176,0
1980-05-15,55.599998,55.599998,55.599998,55.599998,0.000173,0
1980-05-16,56.000000,56.000000,56.000000,56.000000,0.000174,0
1980-05-19,56.500000,56.500000,56.500000,56.500000,0.000176,0
1980-05-20,57.099998,57.099998,57.099998,57.099998,0.000178,0
1980-05-21,57.599998,57.599998,57.599998,57.599998,0.000179,0
1980-05-22,57.400002,57.400002,57.400002,57.400002,0.000179,0
1980-05-23,58.700001,58.700001,58.700001,58.700001,0.000183,0
1980-05-27,61.299999,61.299999,61.299999,61.299999,0.000191,0
1980-05-28,61.099998,61.099998,61.099998,61.099998,0.000190,0
1980-05-29,62.000000,62.000000,62.000000,62.000000,0.000193,0
1980-05-30,63.099998,63.099998,63.099998,63.099998,0.000196,0
1980-06-02,62.299999,62.299999,62.299999,62.299999,0.000194,0
1980-06-03,59.799999,59.799999,59.799999,59.799999,0.000186,0
1980-06-04,63.099998,63.099998,63.099998,63.099998,0.000196,0
1980-06-05,62.099998,62.099998,62.099998,62.099998,0.000193,0
1980-06-06,63.299999,63.299999,63.299999,63.299999,0.000197,0
1980-06-09,65.000000,65.000000,65.000000,65.000000,0.000202,0
1980-06-10,61.900002,61.900002,61.900002,61.900002,0.000193,0
1980-06-11,62.599998,62.599998,62.599998,62.599998,0.000195,0
1980-06-12,64.400002,64.400002,64.400002,64.400002,0.000200,0
1980-06-13,64.300003,64.300003,64.300003,64.300003,0.000200,0
1980-06-16,62.900002,62.900002,62.900002,62.900002,0.000196,0
1980-06-17,64.000000,64.000000,64.000000,64.000000,0.000199,0
